0,61.7233
10.065761,61.7239
20.131416,61.7249
30.197177,61.7241
40.262833,61.7231
50.328594,61.7209
60.394249,61.7224
70.45991,61.727
80.525665,61.7311
90.591326,61.7373
100.656988,61.7405
110.722743,61.7392
120.788404,61.7346
130.854159,61.7324
140.91982,61.7342
150.985575,61.7356
161.05133,61.7406
171.116992,61.7467
181.182747,61.7517
191.248508,61.7488
201.314163,61.7499
211.379924,61.7444
221.445579,61.74
231.51134,61.74
241.576996,61.738
251.642757,61.7368
261.708412,61.7384
271.774173,61.7384
281.839828,61.7363
291.905589,61.7383
301.971244,61.7409
312.036906,61.7473
322.102661,61.7497
332.168322,61.7489
342.233983,61.7504
352.299738,61.8073
362.3654,61.5207
372.431161,61.0621
382.496816,61.1078
392.562577,61.3318
402.628332,61.3632
412.693993,61.3778
422.759748,61.3692
432.825503,61.3648
442.891165,61.3639
452.95692,61.366
463.022575,61.37
473.088336,61.3795
483.153991,61.3936
493.219652,61.4137
503.285407,61.4318
513.351069,61.4481
523.416724,61.4683
533.482485,61.4867
543.54814,61.4992
553.613901,61.5091
563.679557,61.5189
573.745318,61.525
583.810979,61.5393
593.876734,61.5432
603.942395,61.5464
614.008156,61.553
624.073811,61.5565
634.139573,61.5615
644.205328,61.5672
654.270989,61.5726
664.336744,61.5771
674.402505,61.5861
684.46816,61.5948
694.533921,61.6062
704.599576,61.6225
714.665338,61.631
724.730993,61.6334
734.796648,61.6347
744.862409,61.6348
754.928064,61.6332
764.99372,61.6329
775.059481,61.633
785.125136,61.6328
795.190897,61.6299
805.256552,61.6193
815.322313,61.6048
825.387974,61.5894
835.45373,61.5829
845.519391,61.5839
855.585152,61.5792
865.650807,61.581
875.716568,61.5922
885.782323,61.59
895.847984,61.589
905.913739,61.5839
915.979401,61.5767
926.045156,61.5689
936.110817,61.5627
946.176472,61.5685
956.242233,61.5644
966.307889,61.546
976.37365,61.5369
986.439305,61.5597
996.505066,62.1502
1006.570721,62.4702
1016.636482,62.9006
1026.702137,63.275
1036.767899,63.5324
1046.833554,63.8351
1056.899315,64.1551
1066.964976,64.5296
1077.030731,65.0117
1087.096392,65.9895
1097.162153,67.6491
1107.227809,69.4492
1117.29357,70.039
1127.359325,68.72
1137.424986,66.4606
1147.490741,64.3005
1157.556402,62.8883
1167.622157,61.9236
1177.687819,60.8221
1187.753474,60.0461
1197.819235,59.8063
1207.88489,59.6826
1217.950651,59.5301
1228.016306,59.4492
1238.082068,59.4201
1248.147723,59.2552
1258.213484,59.0264
1268.279139,58.9976
1278.3449,58.8939
1288.410555,58.918
1298.476316,58.9031
1308.541978,58.652
1318.607733,58.5565
1328.673394,59.0162
1338.739055,59.7279
1348.80481,60.5141
1358.870472,60.4852
1368.936127,60.4458
1379.001888,60.5815
1389.067543,60.8863
1399.133304,62.5764
1409.198959,63.1831
1419.26472,63.2204
1429.330475,62.8015
1439.396137,61.3447
1449.461892,58.8675
1459.527653,56.0734
1469.593308,54.7379
1479.659069,54.5005
1489.724724,54.5
1499.790485,54.5
1509.856141,54.5
1519.921902,54.5
1529.987557,54.5
1540.053318,54.5
1550.118979,54.5
1560.184734,54.5
1570.250396,54.5
1580.316057,54.5
1590.381812,54.5
1600.447473,54.5
1610.513128,54.5
1620.578889,54.5
1630.644545,54.5
1640.710306,54.5
1650.775961,54.5
1660.841722,54.5
1670.907477,54.5
1680.973138,54.5
1691.038893,54.5
1701.104654,54.5
1711.17031,54.5
1721.236071,54.5
1731.301726,54.5
1741.367487,54.5
1751.433142,54.5
1761.498804,54.5
1771.564559,54.5
1781.63022,54.5
1791.695881,54.5
1801.761636,54.5
1811.827297,54.5
1821.893059,54.5
1831.958714,54.5
1842.024475,54.5
1852.09013,54.5
1862.155891,54.5
1872.221546,54.5
1882.287307,54.5
1892.352963,54.5
1902.418724,54.5
1912.484479,54.5
1922.55014,54.5
